# This is a transfer function data file in the "Plain" format
# Comments are ignored
# The titles should be on a comment line, and contain no spaces
# Wavenumbers k are in 1/Mpc
# Transfer functions are in the CAMB/CMBFAST/Eisenstein-Hu format,
# and differ by a factor -1/k^2 from CLASS.

# k d_g d_b d_cdm d_ur d_ncdm[0] d_ncdm[1] d_ncdm[2] d_tot d_cb phi psi h h_prime eta eta_prime H_T_Nb_prime k2gamma_Nb t_g t_b t_cdm t_cb t_ur t_ncdm[0] t_ncdm[1] t_ncdm[2] t_tot
 2.655486E-01 2.180205E-01 1.081743E+04 1.252691E+04 2.179363E-01 4.603268E+01 4.603268E+01 4.603268E+01 1.165051E+04 1.226244E+04 -1.694901E-01 -1.694901E-01 -2.505382E+04 -1.968702E+01 -2.849325E-01 7.704740E-06 -1.789252E-05 1.324210E-08 5.308509E-06 -9.737286E+00 -9.843507E+00 -1.967056E+01 5.221699E-06 -7.299537E-02 -7.299537E-02 -7.299537E-02 -9.315201E+00
 2.677227E-01 2.119086E-01 1.068526E+04 1.237450E+04 2.118267E-01 4.479056E+01 4.479056E+01 4.479056E+01 1.150864E+04 1.211316E+04 -1.647181E-01 -1.647181E-01 -2.474899E+04 -1.944738E+01 -2.769107E-01 7.488343E-06 -1.735358E-05 1.287750E-08 5.195814E-06 -9.618596E+00 -9.723683E+00 -1.943109E+01 5.111449E-06 -7.183974E-02 -7.183974E-02 -7.183974E-02 -9.201773E+00
 2.698968E-01 2.059823E-01 1.055210E+04 1.222360E+04 2.059027E-01 4.363576E+01 4.363576E+01 4.363576E+01 1.136786E+04 1.196501E+04 -1.600924E-01 -1.600924E-01 -2.444719E+04 -1.920961E+01 -2.691350E-01 7.279488E-06 -1.692198E-05 1.253063E-08 4.998477E-06 -9.500607E+00 -9.604798E+00 -1.919346E+01 4.916487E-06 -7.000653E-02 -7.000653E-02 -7.000653E-02 -9.089170E+00
 2.720709E-01 2.002390E-01 1.041853E+04 1.207437E+04 2.001616E-01 4.245472E+01 4.245472E+01 4.245472E+01 1.122835E+04 1.181820E+04 -1.556106E-01 -1.556106E-01 -2.414874E+04 -1.897405E+01 -2.616017E-01 7.078038E-06 -1.642418E-05 1.219298E-08 4.889623E-06 -9.383544E+00 -9.487022E+00 -1.895802E+01 4.809936E-06 -6.729936E-02 -6.729936E-02 -6.729936E-02 -8.977554E+00
 2.742450E-01 1.946792E-01 1.028550E+04 1.192711E+04 1.946040E-01 4.128852E+01 4.128852E+01 4.128852E+01 1.109051E+04 1.167315E+04 -1.512730E-01 -1.512730E-01 -2.385423E+04 -1.874135E+01 -2.543109E-01 6.882519E-06 -1.596772E-05 1.185939E-08 4.757298E-06 -9.267791E+00 -9.370668E+00 -1.872541E+01 4.679841E-06 -6.587019E-02 -6.587019E-02 -6.587019E-02 -8.867325E+00
 2.764191E-01 1.893035E-01 1.015394E+04 1.178212E+04 1.892304E-01 4.019376E+01 4.019376E+01 4.019376E+01 1.095470E+04 1.153023E+04 -1.470794E-01 -1.470794E-01 -2.356424E+04 -1.851208E+01 -2.472621E-01 6.693508E-06 -1.552400E-05 1.154232E-08 4.631830E-06 -9.153717E+00 -9.256036E+00 -1.849623E+01 4.556529E-06 -6.451455E-02 -6.451455E-02 -6.451455E-02 -8.758723E+00
 2.785932E-01 1.841121E-01 1.002474E+04 1.163969E+04 1.840410E-01 3.915942E+01 3.915942E+01 3.915942E+01 1.082130E+04 1.138985E+04 -1.430296E-01 -1.430296E-01 -2.327938E+04 -1.828687E+01 -2.404549E-01 6.511085E-06 -1.511515E-05 1.123367E-08 4.491327E-06 -9.041690E+00 -9.143431E+00 -1.827111E+01 4.418109E-06 -6.284517E-02 -6.284517E-02 -6.284517E-02 -8.652032E+00
 2.807673E-01 1.791044E-01 9.898729E+03 1.150010E+04 1.790353E-01 3.813569E+01 3.813569E+01 3.813569E+01 1.069065E+04 1.125236E+04 -1.391229E-01 -1.391228E-01 -2.300019E+04 -1.806627E+01 -2.338881E-01 6.335121E-06 -1.469548E-05 1.093460E-08 4.381098E-06 -8.932044E+00 -9.033133E+00 -1.805061E+01 4.309887E-06 -6.082679E-02 -6.082679E-02 -6.082679E-02 -8.547523E+00
 2.829414E-01 1.742779E-01 9.776493E+03 1.136353E+04 1.742106E-01 3.714093E+01 3.714093E+01 3.714093E+01 1.056298E+04 1.111801E+04 -1.353571E-01 -1.353571E-01 -2.272706E+04 -1.785068E+01 -2.275580E-01 6.164797E-06 -1.429003E-05 1.064758E-08 4.273638E-06 -8.825013E+00 -8.925338E+00 -1.783514E+01 4.204359E-06 -5.962057E-02 -5.962057E-02 -5.962057E-02 -8.445437E+00
 2.851155E-01 1.696291E-01 9.658442E+03 1.123013E+04 1.695636E-01 3.620994E+01 3.620994E+01 3.620994E+01 1.043847E+04 1.098698E+04 -1.317294E-01 -1.317294E-01 -2.246025E+04 -1.764037E+01 -2.214598E-01 6.000441E-06 -1.392445E-05 1.037255E-08 4.144291E-06 -8.720757E+00 -8.820183E+00 -1.762497E+01 4.076873E-06 -5.835963E-02 -5.835963E-02 -5.835963E-02 -8.345871E+00
 2.872896E-01 1.651526E-01 9.544743E+03 1.109993E+04 1.650889E-01 3.527403E+01 3.527403E+01 3.527403E+01 1.031718E+04 1.085933E+04 -1.282356E-01 -1.282356E-01 -2.219986E+04 -1.743545E+01 -2.155864E-01 5.842466E-06 -1.356708E-05 1.010254E-08 4.025944E-06 -8.619336E+00 -8.717721E+00 -1.742021E+01 3.960315E-06 -5.593530E-02 -5.593530E-02 -5.593530E-02 -8.248826E+00
 2.894637E-01 1.608416E-01 9.435356E+03 1.097292E+04 1.607796E-01 3.434499E+01 3.434499E+01 3.434499E+01 1.019908E+04 1.073505E+04 -1.248706E-01 -1.248706E-01 -2.194584E+04 -1.723588E+01 -2.099293E-01 5.689144E-06 -1.316849E-05 9.845010E-09 3.962846E-06 -8.520723E+00 -8.617935E+00 -1.722082E+01 3.898939E-06 -5.516162E-02 -5.516162E-02 -5.516162E-02 -8.154408E+00
 2.916378E-01 1.566890E-01 9.330050E+03 1.084902E+04 1.566285E-01 3.352536E+01 3.352536E+01 3.352536E+01 1.008407E+04 1.061402E+04 -1.216286E-01 -1.216286E-01 -2.169803E+04 -1.704148E+01 -2.044788E-01 5.541112E-06 -1.286983E-05 9.597520E-09 3.815757E-06 -8.424811E+00 -8.520738E+00 -1.702662E+01 3.753506E-06 -5.450030E-02 -5.450030E-02 -5.450030E-02 -8.062465E+00
 2.938119E-01 1.526861E-01 9.228413E+03 1.072805E+04 1.526272E-01 3.271499E+01 3.271499E+01 3.271499E+01 9.971969E+03 1.049605E+04 -1.185031E-01 -1.185031E-01 -2.145610E+04 -1.685197E+01 -1.992239E-01 5.399035E-06 -1.253726E-05 9.358354E-09 3.720495E-06 -8.331418E+00 -8.425979E+00 -1.683732E+01 3.659841E-06 -5.223195E-02 -5.223195E-02 -5.223195E-02 -7.972774E+00
 2.959860E-01 1.488232E-01 9.129919E+03 1.060982E+04 1.487658E-01 3.188341E+01 3.188341E+01 3.188341E+01 9.862519E+03 1.038087E+04 -1.154870E-01 -1.154870E-01 -2.121963E+04 -1.666691E+01 -1.941528E-01 5.261271E-06 -1.219912E-05 9.125614E-09 3.643806E-06 -8.240300E+00 -8.333452E+00 -1.665248E+01 3.584691E-06 -5.103274E-02 -5.103274E-02 -5.103274E-02 -7.885251E+00
 2.981601E-01 1.450920E-01 9.034013E+03 1.049409E+04 1.450360E-01 3.111863E+01 3.111863E+01 3.111863E+01 9.755470E+03 1.026821E+04 -1.125736E-01 -1.125736E-01 -2.098819E+04 -1.648590E+01 -1.892545E-01 5.127782E-06 -1.190045E-05 8.902667E-09 3.540524E-06 -8.151212E+00 -8.242948E+00 -1.647169E+01 3.482895E-06 -5.057178E-02 -5.057178E-02 -5.057178E-02 -7.799678E+00
 3.003342E-01 1.414835E-01 8.940096E+03 1.038063E+04 1.414289E-01 3.037163E+01 3.037163E+01 3.037163E+01 9.650527E+03 1.015777E+04 -1.097561E-01 -1.097561E-01 -2.076126E+04 -1.630846E+01 -1.845174E-01 4.999541E-06 -1.163176E-05 8.685986E-09 3.423056E-06 -8.063874E+00 -8.154224E+00 -1.629446E+01 3.366865E-06 -4.842570E-02 -4.842570E-02 -4.842570E-02 -7.715714E+00
 3.025083E-01 1.379894E-01 8.847658E+03 1.026920E+04 1.379361E-01 2.962972E+01 2.962972E+01 2.962972E+01 9.547433E+03 1.004928E+04 -1.070285E-01 -1.070285E-01 -2.053840E+04 -1.613415E+01 -1.799314E-01 4.874609E-06 -1.128094E-05 8.474865E-09 3.397684E-06 -7.978045E+00 -8.067070E+00 -1.612036E+01 3.342885E-06 -4.804268E-02 -4.804268E-02 -4.804268E-02 -7.633305E+00
 3.046824E-01 1.346021E-01 8.756178E+03 1.015955E+04 1.345502E-01 2.897151E+01 2.897151E+01 2.897151E+01 9.445915E+03 9.942439E+03 -1.043847E-01 -1.043847E-01 -2.031910E+04 -1.596252E+01 -1.754864E-01 4.753857E-06 -1.107616E-05 8.272896E-09 3.238857E-06 -7.893469E+00 -7.981255E+00 -1.594892E+01 3.185409E-06 -4.719837E-02 -4.719837E-02 -4.719837E-02 -7.552133E+00
 3.068565E-01 1.313153E-01 8.665293E+03 1.005148E+04 1.312646E-01 2.825971E+01 2.825971E+01 2.825971E+01 9.345754E+03 9.837031E+03 -1.018195E-01 -1.018195E-01 -2.010297E+04 -1.579321E+01 -1.711738E-01 4.637648E-06 -1.076738E-05 8.074531E-09 3.197701E-06 -7.809954E+00 -7.896602E+00 -1.577979E+01 3.145564E-06 -4.468781E-02 -4.468781E-02 -4.468781E-02 -7.471975E+00
 3.090306E-01 1.281228E-01 8.574768E+03 9.944855E+03 1.280735E-01 2.756215E+01 2.756215E+01 2.756215E+01 9.246800E+03 9.732893E+03 -9.932896E-02 -9.932895E-02 -1.988971E+04 -1.562597E+01 -1.669867E-01 4.523731E-06 -1.049233E-05 7.881233E-09 3.129723E-06 -7.727365E+00 -7.812983E+00 -1.561271E+01 3.078860E-06 -4.483914E-02 -4.483914E-02 -4.483914E-02 -7.392896E+00
 3.112047E-01 1.250208E-01 8.484453E+03 9.839534E+03 1.249727E-01 2.696120E+01 2.696120E+01 2.696120E+01 9.148931E+03 9.629894E+03 -9.690929E-02 -9.690929E-02 -1.967907E+04 -1.546059E+01 -1.629189E-01 4.413611E-06 -1.026398E-05 7.694956E-09 3.026474E-06 -7.645598E+00 -7.730293E+00 -1.544747E+01 2.976849E-06 -4.414329E-02 -4.414329E-02 -4.414329E-02 -7.314644E+00
 3.133788E-01 1.220059E-01 8.394378E+03 9.735469E+03 1.219588E-01 2.633573E+01 2.633573E+01 2.633573E+01 9.052105E+03 9.527993E+03 -9.455788E-02 -9.455787E-02 -1.947094E+04 -1.529700E+01 -1.589660E-01 4.307381E-06 -1.002231E-05 7.512913E-09 2.948254E-06 -7.564630E+00 -7.648497E+00 -1.528401E+01 2.899834E-06 -4.202568E-02 -4.202568E-02 -4.202568E-02 -7.237165E+00
 3.155529E-01 1.190749E-01 8.304648E+03 9.632647E+03 1.190290E-01 2.569988E+01 2.569988E+01 2.569988E+01 8.956328E+03 9.427197E+03 -9.227264E-02 -9.227264E-02 -1.926529E+04 -1.513520E+01 -1.551244E-01 4.203418E-06 -9.735634E-06 7.336457E-09 2.921868E-06 -7.484480E+00 -7.567599E+00 -1.512233E+01 2.874619E-06 -4.178820E-02 -4.178820E-02 -4.178820E-02 -7.160606E+00
 3.177270E-01 1.162266E-01 8.215466E+03 9.531094E+03 1.161818E-01 2.512869E+01 2.512869E+01 2.512869E+01 8.861653E+03 9.327558E+03 -9.005209E-02 -9.005208E-02 -1.906219E+04 -1.497528E+01 -1.513916E-01 4.102758E-06 -9.564333E-06 7.166631E-09 2.790050E-06 -7.405206E+00 -7.487637E+00 -1.496251E+01 2.743940E-06 -4.090338E-02 -4.090338E-02 -4.090338E-02 -7.084897E+00
 3.199011E-01 1.134596E-01 8.127103E+03 9.430882E+03 1.134159E-01 2.452792E+01 2.452792E+01 2.452792E+01 8.768173E+03 9.229179E+03 -8.789515E-02 -8.789515E-02 -1.886176E+04 -1.481739E+01 -1.477658E-01 4.005401E-06 -9.288972E-06 6.996722E-09 2.772234E-06 -7.326910E+00 -7.408690E+00 -1.480472E+01 2.727231E-06 -3.917254E-02 -3.917254E-02 -3.917254E-02 -7.010109E+00
 3.220752E-01 1.107727E-01 8.039849E+03 9.332097E+03 1.107301E-01 2.396161E+01 2.396161E+01 2.396161E+01 8.676003E+03 9.132177E+03 -8.580102E-02 -8.580101E-02 -1.866419E+04 -1.466171E+01 -1.442455E-01 3.910081E-06 -9.082269E-06 6.830508E-09 2.691901E-06 -7.249705E+00 -7.330851E+00 -1.464914E+01 2.647973E-06 -3.930818E-02 -3.930818E-02 -3.930818E-02 -6.936448E+00
 3.242493E-01 1.081655E-01 7.953993E+03 9.234836E+03 1.081239E-01 2.343031E+01 2.343031E+01 2.343031E+01 8.585265E+03 9.036681E+03 -8.376891E-02 -8.376891E-02 -1.846967E+04 -1.450844E+01 -1.408295E-01 3.818174E-06 -8.875217E-06 6.676041E-09 2.622191E-06 -7.173709E+00 -7.254217E+00 -1.449597E+01 2.579305E-06 -3.800878E-02 -3.800878E-02 -3.800878E-02 -6.863867E+00
 3.264234E-01 1.056368E-01 7.869802E+03 9.139196E+03 1.055962E-01 2.288589E+01 2.288589E+01 2.288589E+01 8.496073E+03 8.942813E+03 -8.179804E-02 -8.179804E-02 -1.827839E+04 -1.435778E+01 -1.375164E-01 3.728866E-06 -8.665484E-06 6.527992E-09 2.562989E-06 -7.099036E+00 -7.178885E+00 -1.434541E+01 2.521114E-06 -3.699844E-02 -3.699844E-02 -3.699844E-02 -6.792536E+00
 3.285975E-01 1.031854E-01 7.787477E+03 9.045260E+03 1.031457E-01 2.237111E+01 2.237111E+01 2.237111E+01 8.408524E+03 8.850673E+03 -7.988744E-02 -7.988743E-02 -1.809052E+04 -1.420987E+01 -1.343045E-01 3.642003E-06 -8.451790E-06 6.377519E-09 2.515115E-06 -7.025775E+00 -7.104934E+00 -1.419761E+01 2.474219E-06 -3.653037E-02 -3.653037E-02 -3.653037E-02 -6.722542E+00
 3.307716E-01 1.008098E-01 7.707155E+03 8.953081E+03 1.007711E-01 2.188215E+01 2.188215E+01 2.188215E+01 8.322681E+03 8.760328E+03 -7.803583E-02 -7.803582E-02 -1.790616E+04 -1.406484E+01 -1.311918E-01 3.557986E-06 -8.281110E-06 6.228457E-09 2.432796E-06 -6.953986E+00 -7.032416E+00 -1.405269E+01 2.392849E-06 -3.547060E-02 -3.547060E-02 -3.547060E-02 -6.653885E+00
 3.329457E-01 9.850794E-02 7.628886E+03 8.862680E+03 9.847004E-02 2.138573E+01 2.138573E+01 2.138573E+01 8.238567E+03 8.671804E+03 -7.624161E-02 -7.624161E-02 -1.772536E+04 -1.392271E+01 -1.281755E-01 3.476377E-06 -8.056753E-06 6.086541E-09 2.411406E-06 -6.883690E+00 -6.961352E+00 -1.391068E+01 2.372377E-06 -3.472086E-02 -3.472086E-02 -3.472086E-02 -6.586626E+00
 3.351198E-01 9.627732E-02 7.552645E+03 8.774044E+03 9.624029E-02 2.092061E+01 2.092061E+01 2.092061E+01 8.156170E+03 8.585085E+03 -7.450292E-02 -7.450292E-02 -1.754809E+04 -1.378346E+01 -1.252524E-01 3.397099E-06 -7.907654E-06 5.954707E-09 2.321782E-06 -6.814872E+00 -6.891730E+00 -1.377156E+01 2.283643E-06 -3.427590E-02 -3.427590E-02 -3.427590E-02 -6.520751E+00
 3.372939E-01 9.411524E-02 7.478329E+03 8.687125E+03 9.407904E-02 2.046078E+01 2.046078E+01 2.046078E+01 8.075435E+03 8.500116E+03 -7.281756E-02 -7.281756E-02 -1.737425E+04 -1.364701E+01 -1.224190E-01 3.320432E-06 -7.704842E-06 5.826529E-09 2.293730E-06 -6.747480E+00 -6.823505E+00 -1.363524E+01 2.256453E-06 -3.323212E-02 -3.323212E-02 -3.323212E-02 -6.456179E+00
 3.394680E-01 9.201843E-02 7.405777E+03 8.601844E+03 9.198305E-02 2.002632E+01 2.002632E+01 2.002632E+01 7.996276E+03 8.416804E+03 -7.118316E-02 -7.118315E-02 -1.720369E+04 -1.351322E+01 -1.196712E-01 3.245768E-06 -7.550371E-06 5.699071E-09 2.223374E-06 -6.681433E+00 -6.756606E+00 -1.350158E+01 2.186933E-06 -3.288398E-02 -3.288398E-02 -3.288398E-02 -6.392896E+00
 3.416421E-01 8.998385E-02 7.334787E+03 8.518103E+03 8.994926E-02 1.959955E+01 1.959955E+01 1.959955E+01 7.918583E+03 8.335036E+03 -6.959722E-02 -6.959721E-02 -1.703620E+04 -1.338189E+01 -1.170049E-01 3.173581E-06 -7.373028E-06 5.573215E-09 2.183344E-06 -6.616628E+00 -6.690945E+00 -1.337038E+01 2.147714E-06 -3.178795E-02 -3.178795E-02 -3.178795E-02 -6.330754E+00
 3.438162E-01 8.800803E-02 7.265137E+03 8.435790E+03 8.797420E-02 1.916895E+01 1.916895E+01 1.916895E+01 7.842233E+03 8.254682E+03 -6.805722E-02 -6.805722E-02 -1.687158E+04 -1.325284E+01 -1.144158E-01 3.103306E-06 -7.215749E-06 5.450560E-09 2.129013E-06 -6.552951E+00 -6.626417E+00 -1.324146E+01 2.094170E-06 -3.114596E-02 -3.114596E-02 -3.114596E-02 -6.269705E+00
 3.459904E-01 8.608787E-02 7.196604E+03 8.354788E+03 8.605478E-02 1.875977E+01 1.875977E+01 1.875977E+01 7.767102E+03 8.175609E+03 -6.656076E-02 -6.656075E-02 -1.670957E+04 -1.312584E+01 -1.118999E-01 3.034911E-06 -7.043345E-06 5.333377E-09 2.095466E-06 -6.490286E+00 -6.562918E+00 -1.311459E+01 2.061388E-06 -3.081744E-02 -3.081744E-02 -3.081744E-02 -6.209642E+00
 3.481645E-01 8.422056E-02 7.128988E+03 8.274991E+03 8.418819E-02 1.837294E+01 1.837294E+01 1.837294E+01 7.693073E+03 8.097696E+03 -6.510558E-02 -6.510558E-02 -1.654998E+04 -1.300071E+01 -1.094534E-01 2.968579E-06 -6.915011E-06 5.220813E-09 2.024061E-06 -6.428528E+00 -6.500354E+00 -1.298959E+01 1.990727E-06 -3.007292E-02 -3.007292E-02 -3.007292E-02 -6.150443E+00
 3.503386E-01 8.240343E-02 7.062129E+03 8.196307E+03 8.237176E-02 1.797381E+01 1.797381E+01 1.797381E+01 7.620049E+03 8.020842E+03 -6.368969E-02 -6.368968E-02 -1.639261E+04 -1.287729E+01 -1.070730E-01 2.904125E-06 -6.742842E-06 5.109744E-09 2.002144E-06 -6.367589E+00 -6.438643E+00 -1.286629E+01 1.969534E-06 -2.917946E-02 -2.917946E-02 -2.917946E-02 -6.092040E+00
 3.525127E-01 8.063402E-02 6.995882E+03 8.118654E+03 8.060304E-02 1.759817E+01 1.759817E+01 1.759817E+01 7.547944E+03 7.944954E+03 -6.231125E-02 -6.231124E-02 -1.623731E+04 -1.275543E+01 -1.047555E-01 2.841148E-06 -6.605825E-06 5.002247E-09 1.949524E-06 -6.307390E+00 -6.377711E+00 -1.274454E+01 1.917619E-06 -2.903812E-02 -2.903812E-02 -2.903812E-02 -6.034404E+00
 3.546868E-01 7.891071E-02 6.930196E+03 8.041989E+03 7.888040E-02 1.725274E+01 1.725274E+01 1.725274E+01 7.476716E+03 7.869987E+03 -6.096887E-02 -6.096886E-02 -1.608398E+04 -1.263505E+01 -1.024988E-01 2.779985E-06 -6.463328E-06 4.897610E-09 1.907846E-06 -6.247897E+00 -6.317525E+00 -1.262427E+01 1.876628E-06 -2.853645E-02 -2.853645E-02 -2.853645E-02 -5.977452E+00
 3.568609E-01 7.723196E-02 6.865051E+03 7.966284E+03 7.720230E-02 1.689145E+01 1.689145E+01 1.689145E+01 7.406337E+03 7.795916E+03 -5.966132E-02 -5.966131E-02 -1.593257E+04 -1.251613E+01 -1.003006E-01 2.720718E-06 -6.338083E-06 4.794817E-09 1.854620E-06 -6.189089E+00 -6.258062E+00 -1.250545E+01 1.824072E-06 -2.726792E-02 -2.726792E-02 -2.726792E-02 -5.921146E+00
 3.590350E-01 7.559614E-02 6.800446E+03 7.891521E+03 7.556711E-02 1.652173E+01 1.652173E+01 1.652173E+01 7.336794E+03 7.722725E+03 -5.838752E-02 -5.838752E-02 -1.578304E+04 -1.239862E+01 -9.815917E-02 2.662621E-06 -6.173382E-06 4.694878E-09 1.844377E-06 -6.130956E+00 -6.199309E+00 -1.238804E+01 1.814481E-06 -2.713958E-02 -2.713958E-02 -2.713958E-02 -5.865558E+00
 3.612091E-01 7.400262E-02 6.736460E+03 7.817720E+03 7.397420E-02 1.619896E+01 1.619896E+01 1.619896E+01 7.268116E+03 7.650442E+03 -5.714678E-02 -5.714677E-02 -1.563544E+04 -1.228258E+01 -9.607334E-02 2.606109E-06 -6.072188E-06 4.596628E-09 1.775398E-06 -6.073527E+00 -6.141289E+00 -1.227209E+01 1.746138E-06 -2.686006E-02 -2.686006E-02 -2.686006E-02 -5.810653E+00
 3.633832E-01 7.245043E-02 6.673156E+03 7.744889E+03 7.242262E-02 1.587130E+01 1.587130E+01 1.587130E+01 7.200318E+03 7.579085E+03 -5.593829E-02 -5.593829E-02 -1.548978E+04 -1.216803E+01 -9.404175E-02 2.551311E-06 -5.929082E-06 4.501011E-09 1.753493E-06 -6.016822E+00 -6.084014E+00 -1.215763E+01 1.724852E-06 -2.590686E-02 -2.590686E-02 -2.590686E-02 -5.756422E+00
 3.655573E-01 7.093860E-02 6.610619E+03 7.673051E+03 7.091138E-02 1.553705E+01 1.553705E+01 1.553705E+01 7.133428E+03 7.508685E+03 -5.476141E-02 -5.476140E-02 -1.534610E+04 -1.205502E+01 -9.206329E-02 2.497793E-06 -5.809111E-06 4.408502E-09 1.712306E-06 -5.960871E+00 -6.027509E+00 -1.204470E+01 1.684268E-06 -2.544377E-02 -2.544377E-02 -2.544377E-02 -5.702940E+00
 3.677314E-01 6.946649E-02 6.548945E+03 7.602232E+03 6.943984E-02 1.521827E+01 1.521827E+01 1.521827E+01 7.067485E+03 7.439281E+03 -5.361554E-02 -5.361553E-02 -1.520446E+04 -1.194361E+01 -9.013698E-02 2.445650E-06 -5.685500E-06 4.317816E-09 1.678903E-06 -5.905712E+00 -5.971803E+00 -1.193337E+01 1.651452E-06 -2.508444E-02 -2.508444E-02 -2.508444E-02 -5.650217E+00
 3.699055E-01 6.803331E-02 6.488211E+03 7.532450E+03 6.800721E-02 1.491681E+01 1.491681E+01 1.491681E+01 7.002513E+03 7.370899E+03 -5.250003E-02 -5.250003E-02 -1.506490E+04 -1.183383E+01 -8.826169E-02 2.394905E-06 -5.566712E-06 4.230471E-09 1.644882E-06 -5.851370E+00 -5.916916E+00 -1.182369E+01 1.618002E-06 -2.465978E-02 -2.465978E-02 -2.465978E-02 -5.598269E+00
 3.720796E-01 6.663817E-02 6.428472E+03 7.463713E+03 6.661261E-02 1.462235E+01 1.462235E+01 1.462235E+01 6.938528E+03 7.303554E+03 -5.141416E-02 -5.141416E-02 -1.492742E+04 -1.172572E+01 -8.643622E-02 2.345543E-06 -5.461990E-06 4.145194E-09 1.600962E-06 -5.797862E+00 -5.862860E+00 -1.171566E+01 1.574639E-06 -2.408183E-02 -2.408183E-02 -2.408183E-02 -5.547102E+00
 3.742537E-01 6.528010E-02 6.369770E+03 7.396027E+03 6.525506E-02 1.432331E+01 1.432331E+01 1.432331E+01 6.875538E+03 7.237258E+03 -5.035720E-02 -5.035720E-02 -1.479205E+04 -1.161929E+01 -8.465934E-02 2.297497E-06 -5.333728E-06 4.061568E-09 1.584546E-06 -5.745200E+00 -5.809644E+00 -1.160931E+01 1.558765E-06 -2.345639E-02 -2.345639E-02 -2.345639E-02 -5.496729E+00
 3.764278E-01 6.395800E-02 6.312121E+03 7.329384E+03 6.393348E-02 1.405462E+01 1.405462E+01 1.405462E+01 6.813542E+03 7.172007E+03 -4.932836E-02 -4.932836E-02 -1.465877E+04 -1.151453E+01 -8.292971E-02 2.250444E-06 -5.234882E-06 3.980993E-09 1.541705E-06 -5.693382E+00 -5.757265E+00 -1.150464E+01 1.516450E-06 -2.367394E-02 -2.367394E-02 -2.367394E-02 -5.447186E+00
 3.786019E-01 6.267109E-02 6.255515E+03 7.263770E+03 6.264707E-02 1.377937E+01 1.377937E+01 1.377937E+01 6.752524E+03 7.107786E+03 -4.832676E-02 -4.832676E-02 -1.452754E+04 -1.141142E+01 -8.124586E-02 2.205128E-06 -5.139467E-06 3.902237E-09 1.500658E-06 -5.642397E+00 -5.705710E+00 -1.140162E+01 1.475916E-06 -2.226287E-02 -2.226287E-02 -2.226287E-02 -5.398356E+00
 3.807760E-01 6.141781E-02 6.199929E+03 7.199165E+03 6.139427E-02 1.348680E+01 1.348680E+01 1.348680E+01 6.692467E+03 7.044576E+03 -4.735155E-02 -4.735154E-02 -1.439833E+04 -1.130993E+01 -7.960636E-02 2.160558E-06 -5.009315E-06 3.824134E-09 1.496602E-06 -5.592227E+00 -5.654965E+00 -1.130022E+01 1.472359E-06 -2.225715E-02 -2.225715E-02 -2.225715E-02 -5.350354E+00
 3.829501E-01 6.019725E-02 6.145312E+03 7.135539E+03 6.017418E-02 1.324023E+01 1.324023E+01 1.324023E+01 6.633340E+03 6.982344E+03 -4.640181E-02 -4.640181E-02 -1.427108E+04 -1.121001E+01 -7.800968E-02 2.117139E-06 -4.930460E-06 3.748348E-09 1.444712E-06 -5.542844E+00 -5.605003E+00 -1.120038E+01 1.420955E-06 -2.224984E-02 -2.224984E-02 -2.224984E-02 -5.303095E+00
 3.851243E-01 5.900832E-02 6.091611E+03 7.072862E+03 5.898571E-02 1.299007E+01 1.299007E+01 1.299007E+01 6.575108E+03 6.921056E+03 -4.547664E-02 -4.547664E-02 -1.414572E+04 -1.111160E+01 -7.645429E-02 2.075127E-06 -4.829050E-06 3.676396E-09 1.419614E-06 -5.494217E+00 -5.555796E+00 -1.110206E+01 1.396331E-06 -2.127535E-02 -2.127535E-02 -2.127535E-02 -5.256510E+00
 3.872984E-01 5.784961E-02 6.038762E+03 7.011100E+03 5.782744E-02 1.273301E+01 1.273301E+01 1.273301E+01 6.517738E+03 6.860673E+03 -4.457514E-02 -4.457514E-02 -1.402220E+04 -1.101464E+01 -7.493870E-02 2.033931E-06 -4.725182E-06 3.606520E-09 1.399434E-06 -5.446314E+00 -5.507316E+00 -1.100519E+01 1.376612E-06 -2.114701E-02 -2.114701E-02 -2.114701E-02 -5.210650E+00
 3.894725E-01 5.672020E-02 5.986699E+03 6.950219E+03 5.669848E-02 1.248708E+01 1.248708E+01 1.248708E+01 6.461190E+03 6.801156E+03 -4.369645E-02 -4.369645E-02 -1.390044E+04 -1.091907E+01 -7.346145E-02 1.993939E-06 -4.648465E-06 3.534745E-09 1.355723E-06 -5.399101E+00 -5.459532E+00 -1.090971E+01 1.333351E-06 -2.047845E-02 -2.047845E-02 -2.047845E-02 -5.165425E+00
 3.916466E-01 5.561883E-02 5.935356E+03 6.890184E+03 5.559754E-02 1.224393E+01 1.224393E+01 1.224393E+01 6.405428E+03 6.742466E+03 -4.283972E-02 -4.283972E-02 -1.378037E+04 -1.082482E+01 -7.202112E-02 1.954774E-06 -4.531480E-06 3.463689E-09 1.354777E-06 -5.352541E+00 -5.412411E+00 -1.081555E+01 1.332843E-06 -2.040792E-02 -2.040792E-02 -2.040792E-02 -5.120853E+00
